Index,Date,Airport,User Class,Aircraft Type,Departures,Nautical MPG,Fuel Cost(Avg),Passenger Capacity,NM Distance to MCO (Orlando),NM Distance to DAB (Daytona Beach),Estimated Fuel Cost to MCO,Estimated Fuel Cost to DAB
945,9/26/2022,CLT,Air Carrier,A321 - Airbus A321 All Series,133,0.13,3.49,185,407.667284,362.3375507,10944.3,9727.37
946,9/26/2022,DFW,Air Carrier,A321 - Airbus A321 All Series,160,0.13,3.49,185,854.5964742,850.9932531,22942.63,22845.9
947,9/26/2022,FLL,Air Carrier,A321 - Airbus A321 All Series,36,0.13,3.49,185,154.4543168,192.6778018,4146.5,5172.66
948,9/26/2022,IAH,Air Carrier,A321 - Airbus A321 All Series,14,0.13,3.49,185,740.6326352,746.6311445,19883.14,20044.17
949,9/26/2022,MCO,Air Carrier,A321 - Airbus A321 All Series,91,0.13,3.49,185,0,46.83699169,0,1257.39
950,9/26/2022,MEM,Air Carrier,A321 - Airbus A321 All Series,9,0.13,3.49,185,594.0700318,573.6705183,15948.5,15400.85
951,9/26/2022,MIA,Air Carrier,A321 - Airbus A321 All Series,28,0.13,3.49,185,167.367911,207.2844794,4493.18,5564.79
952,9/26/2022,MSY,Air Carrier,A321 - Airbus A321 All Series,2,0.13,3.49,185,478.1618707,482.6873038,12836.81,12958.3
953,9/26/2022,MYR,Air Carrier,A321 - Airbus A321 All Series,1,0.13,3.49,185,338.0165766,291.3378723,9074.45,7821.3
954,9/26/2022,RSW,Air Carrier,A321 - Airbus A321 All Series,3,0.13,3.49,185,116.2419788,162.9839277,3120.65,4375.49
955,9/26/2022,SAT,Air Carrier,A321 - Airbus A321 All Series,11,0.13,3.49,185,902.9653752,910.5568507,24241.15,24444.95
956,9/26/2022,SAV,Air Carrier,A321 - Airbus A321 All Series,4,0.13,3.49,185,222.0016645,177.1378193,5959.89,4755.47
957,9/26/2022,TPA,Air Carrier,A321 - Airbus A321 All Series,16,0.13,3.49,185,70.35989854,106.1965662,1888.89,2850.97
958,9/27/2022,ATL,Air Carrier,A321 - Airbus A321 All Series,139,0.13,3.49,185,351.4968047,318.6082765,9436.34,8553.41
959,9/27/2022,AUS,Air Carrier,A321 - Airbus A321 All Series,11,0.13,3.49,185,862.3434944,867.8364095,23150.61,23298.07
960,9/27/2022,BNA,Air Carrier,A321 - Airbus A321 All Series,8,0.13,3.49,185,536.1061218,504.3115991,14392.39,13538.83
961,9/27/2022,CHS,Air Carrier,A321 - Airbus A321 All Series,1,0.13,3.49,185,276.0902329,229.3231099,7411.96,6156.44
962,9/27/2022,CLT,Air Carrier,A321 - Airbus A321 All Series,107,0.13,3.49,185,407.667284,362.3375507,10944.3,9727.37
963,9/27/2022,DFW,Air Carrier,A321 - Airbus A321 All Series,141,0.13,3.49,185,854.5964742,850.9932531,22942.63,22845.9
964,9/27/2022,FLL,Air Carrier,A321 - Airbus A321 All Series,36,0.13,3.49,185,154.4543168,192.6778018,4146.5,5172.66
965,9/27/2022,IAH,Air Carrier,A321 - Airbus A321 All Series,11,0.13,3.49,185,740.6326352,746.6311445,19883.14,20044.17
966,9/27/2022,MCO,Air Carrier,A321 - Airbus A321 All Series,84,0.13,3.49,185,0,46.83699169,0,1257.39
967,9/27/2022,MEM,Air Carrier,A321 - Airbus A321 All Series,6,0.13,3.49,185,594.0700318,573.6705183,15948.5,15400.85
968,9/27/2022,MIA,Air Carrier,A321 - Airbus A321 All Series,29,0.13,3.49,185,167.367911,207.2844794,4493.18,5564.79
969,9/27/2022,MSY,Air Carrier,A321 - Airbus A321 All Series,1,0.13,3.49,185,478.1618707,482.6873038,12836.81,12958.3
970,9/27/2022,RSW,Air Carrier,A321 - Airbus A321 All Series,3,0.13,3.49,185,116.2419788,162.9839277,3120.65,4375.49
971,9/27/2022,SAT,Air Carrier,A321 - Airbus A321 All Series,9,0.13,3.49,185,902.9653752,910.5568507,24241.15,24444.95
972,9/27/2022,SAV,Air Carrier,A321 - Airbus A321 All Series,4,0.13,3.49,185,222.0016645,177.1378193,5959.89,4755.47
973,9/27/2022,TPA,Air Carrier,A321 - Airbus A321 All Series,12,0.13,3.49,185,70.35989854,106.1965662,1888.89,2850.97
974,9/28/2022,ATL,Air Carrier,A321 - Airbus A321 All Series,144,0.13,3.49,185,351.4968047,318.6082765,9436.34,8553.41
975,9/28/2022,AUS,Air Carrier,A321 - Airbus A321 All Series,11,0.13,3.49,185,862.3434944,867.8364095,23150.61,23298.07
976,9/28/2022,BNA,Air Carrier,A321 - Airbus A321 All Series,7,0.13,3.49,185,536.1061218,504.3115991,14392.39,13538.83
977,9/28/2022,CHS,Air Carrier,A321 - Airbus A321 All Series,2,0.13,3.49,185,276.0902329,229.3231099,7411.96,6156.44
978,9/28/2022,CLT,Air Carrier,A321 - Airbus A321 All Series,89,0.13,3.49,185,407.667284,362.3375507,10944.3,9727.37
979,9/28/2022,DFW,Air Carrier,A321 - Airbus A321 All Series,134,0.13,3.49,185,854.5964742,850.9932531,22942.63,22845.9
980,9/28/2022,FLL,Air Carrier,A321 - Airbus A321 All Series,20,0.13,3.49,185,154.4543168,192.6778018,4146.5,5172.66
981,9/28/2022,IAH,Air Carrier,A321 - Airbus A321 All Series,12,0.13,3.49,185,740.6326352,746.6311445,19883.14,20044.17
982,9/28/2022,MCO,Air Carrier,A321 - Airbus A321 All Series,23,0.13,3.49,185,0,46.83699169,0,1257.39
983,9/28/2022,MEM,Air Carrier,A321 - Airbus A321 All Series,6,0.13,3.49,185,594.0700318,573.6705183,15948.5,15400.85
984,9/28/2022,MIA,Air Carrier,A321 - Airbus A321 All Series,17,0.13,3.49,185,167.367911,207.2844794,4493.18,5564.79
985,9/28/2022,MSY,Air Carrier,A321 - Airbus A321 All Series,3,0.13,3.49,185,478.1618707,482.6873038,12836.81,12958.3
986,9/28/2022,SAT,Air Carrier,A321 - Airbus A321 All Series,10,0.13,3.49,185,902.9653752,910.5568507,24241.15,24444.95
987,9/28/2022,SAV,Air Carrier,A321 - Airbus A321 All Series,5,0.13,3.49,185,222.0016645,177.1378193,5959.89,4755.47
988,9/29/2022,ATL,Air Carrier,A321 - Airbus A321 All Series,148,0.13,3.49,185,351.4968047,318.6082765,9436.34,8553.41
989,9/29/2022,AUS,Air Carrier,A321 - Airbus A321 All Series,14,0.13,3.49,185,862.3434944,867.8364095,23150.61,23298.07
990,9/29/2022,BNA,Air Carrier,A321 - Airbus A321 All Series,10,0.13,3.49,185,536.1061218,504.3115991,14392.39,13538.83
991,9/29/2022,CHS,Air Carrier,A321 - Airbus A321 All Series,2,0.13,3.49,185,276.0902329,229.3231099,7411.96,6156.44
992,9/29/2022,CLT,Air Carrier,A321 - Airbus A321 All Series,110,0.13,3.49,185,407.667284,362.3375507,10944.3,9727.37
993,9/29/2022,DFW,Air Carrier,A321 - Airbus A321 All Series,159,0.13,3.49,185,854.5964742,850.9932531,22942.63,22845.9
994,9/29/2022,FLL,Air Carrier,A321 - Airbus A321 All Series,32,0.13,3.49,185,154.4543168,192.6778018,4146.5,5172.66
995,9/29/2022,IAH,Air Carrier,A321 - Airbus A321 All Series,12,0.13,3.49,185,740.6326352,746.6311445,19883.14,20044.17
996,9/29/2022,MEM,Air Carrier,A321 - Airbus A321 All Series,8,0.13,3.49,185,594.0700318,573.6705183,15948.5,15400.85
997,9/29/2022,MIA,Air Carrier,A321 - Airbus A321 All Series,27,0.13,3.49,185,167.367911,207.2844794,4493.18,5564.79
998,9/29/2022,MSY,Air Carrier,A321 - Airbus A321 All Series,2,0.13,3.49,185,478.1618707,482.6873038,12836.81,12958.3
999,9/29/2022,SAT,Air Carrier,A321 - Airbus A321 All Series,15,0.13,3.49,185,902.9653752,910.5568507,24241.15,24444.95
1000,9/29/2022,SAV,Air Carrier,A321 - Airbus A321 All Series,5,0.13,3.49,185,222.0016645,177.1378193,5959.89,4755.47
1001,9/30/2022,ATL,Air Carrier,A321 - Airbus A321 All Series,148,0.13,3.49,185,351.4968047,318.6082765,9436.34,8553.41
1002,9/30/2022,AUS,Air Carrier,A321 - Airbus A321 All Series,11,0.13,3.49,185,862.3434944,867.8364095,23150.61,23298.07
1003,9/30/2022,BNA,Air Carrier,A321 - Airbus A321 All Series,11,0.13,3.49,185,536.1061218,504.3115991,14392.39,13538.83
1004,9/30/2022,CLT,Air Carrier,A321 - Airbus A321 All Series,124,0.13,3.49,185,407.667284,362.3375507,10944.3,9727.37
1005,9/30/2022,DFW,Air Carrier,A321 - Airbus A321 All Series,161,0.13,3.49,185,854.5964742,850.9932531,22942.63,22845.9
1006,9/30/2022,FLL,Air Carrier,A321 - Airbus A321 All Series,33,0.13,3.49,185,154.4543168,192.6778018,4146.5,5172.66
1007,9/30/2022,IAH,Air Carrier,A321 - Airbus A321 All Series,13,0.13,3.49,185,740.6326352,746.6311445,19883.14,20044.17
1008,9/30/2022,MCO,Air Carrier,A321 - Airbus A321 All Series,30,0.13,3.49,185,0,46.83699169,0,1257.39
1009,9/30/2022,MEM,Air Carrier,A321 - Airbus A321 All Series,7,0.13,3.49,185,594.0700318,573.6705183,15948.5,15400.85
1010,9/30/2022,MIA,Air Carrier,A321 - Airbus A321 All Series,28,0.13,3.49,185,167.367911,207.2844794,4493.18,5564.79
1011,9/30/2022,MSY,Air Carrier,A321 - Airbus A321 All Series,3,0.13,3.49,185,478.1618707,482.6873038,12836.81,12958.3
1012,9/30/2022,SAT,Air Carrier,A321 - Airbus A321 All Series,12,0.13,3.49,185,902.9653752,910.5568507,24241.15,24444.95
1013,9/30/2022,SAV,Air Carrier,A321 - Airbus A321 All Series,2,0.13,3.49,185,222.0016645,177.1378193,5959.89,4755.47
1014,9/30/2022,TPA,Air Carrier,A321 - Airbus A321 All Series,9,0.13,3.49,185,70.35989854,106.1965662,1888.89,2850.97
1015,10/1/2022,ATL,Air Carrier,A321 - Airbus A321 All Series,132,0.13,3.49,185,351.4968047,318.6082765,9436.34,8553.41
1016,10/1/2022,AUS,Air Carrier,A321 - Airbus A321 All Series,9,0.13,3.49,185,862.3434944,867.8364095,23150.61,23298.07
1017,10/1/2022,BNA,Air Carrier,A321 - Airbus A321 All Series,8,0.13,3.49,185,536.1061218,504.3115991,14392.39,13538.83
1018,10/1/2022,CLT,Air Carrier,A321 - Airbus A321 All Series,103,0.13,3.49,185,407.667284,362.3375507,10944.3,9727.37
1019,10/1/2022,DFW,Air Carrier,A321 - Airbus A321 All Series,142,0.13,3.49,185,854.5964742,850.9932531,22942.63,22845.9
1020,10/1/2022,FLL,Air Carrier,A321 - Airbus A321 All Series,34,0.13,3.49,185,154.4543168,192.6778018,4146.5,5172.66
1021,10/1/2022,IAH,Air Carrier,A321 - Airbus A321 All Series,7,0.13,3.49,185,740.6326352,746.6311445,19883.14,20044.17
1022,10/1/2022,MCO,Air Carrier,A321 - Airbus A321 All Series,82,0.13,3.49,185,0,46.83699169,0,1257.39
1023,10/1/2022,MEM,Air Carrier,A321 - Airbus A321 All Series,6,0.13,3.49,185,594.0700318,573.6705183,15948.5,15400.85
1024,10/1/2022,MIA,Air Carrier,A321 - Airbus A321 All Series,29,0.13,3.49,185,167.367911,207.2844794,4493.18,5564.79
1025,10/1/2022,MSY,Air Carrier,A321 - Airbus A321 All Series,2,0.13,3.49,185,478.1618707,482.6873038,12836.81,12958.3
1026,10/1/2022,SAT,Air Carrier,A321 - Airbus A321 All Series,8,0.13,3.49,185,902.9653752,910.5568507,24241.15,24444.95
1027,10/1/2022,SAV,Air Carrier,A321 - Airbus A321 All Series,3,0.13,3.49,185,222.0016645,177.1378193,5959.89,4755.47
1028,10/1/2022,TPA,Air Carrier,A321 - Airbus A321 All Series,16,0.13,3.49,185,70.35989854,106.1965662,1888.89,2850.97
1029,9/21/2022,ATL,Air Carrier,B38M - Boeing 737 Max 8,6,0.17,3.49,162,351.4968047,318.6082765,7216.02,6540.84
1030,9/21/2022,AUS,Air Carrier,B38M - Boeing 737 Max 8,6,0.17,3.49,162,862.3434944,867.8364095,17703.4,17816.17
1031,9/21/2022,BNA,Air Carrier,B38M - Boeing 737 Max 8,15,0.17,3.49,162,536.1061218,504.3115991,11005.94,10353.22
1032,9/21/2022,CHS,Air Carrier,B38M - Boeing 737 Max 8,2,0.17,3.49,162,276.0902329,229.3231099,5667.97,4707.87
1033,9/21/2022,CLT,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,407.667284,362.3375507,8369.17,7438.58
1034,9/21/2022,DFW,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,854.5964742,850.9932531,17544.36,17470.39
1035,9/21/2022,FLL,Air Carrier,B38M - Boeing 737 Max 8,5,0.17,3.49,162,154.4543168,192.6778018,3170.86,3955.56
1036,9/21/2022,IAH,Air Carrier,B38M - Boeing 737 Max 8,9,0.17,3.49,162,740.6326352,746.6311445,15204.75,15327.9
1037,9/21/2022,MCO,Air Carrier,B38M - Boeing 737 Max 8,7,0.17,3.49,162,0,46.83699169,0,961.54
1038,9/21/2022,MIA,Air Carrier,B38M - Boeing 737 Max 8,28,0.17,3.49,162,167.367911,207.2844794,3435.96,4255.43
1039,9/21/2022,MSY,Air Carrier,B38M - Boeing 737 Max 8,3,0.17,3.49,162,478.1618707,482.6873038,9816.38,9909.29
1040,9/21/2022,RSW,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,116.2419788,162.9839277,2386.38,3345.96
1041,9/21/2022,SAT,Air Carrier,B38M - Boeing 737 Max 8,6,0.17,3.49,162,902.9653752,910.5568507,18537.35,18693.2
1042,9/21/2022,SAV,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,222.0016645,177.1378193,4557.56,3636.54
1043,9/21/2022,TPA,Air Carrier,B38M - Boeing 737 Max 8,7,0.17,3.49,162,70.35989854,106.1965662,1444.45,2180.15
1044,9/22/2022,ATL,Air Carrier,B38M - Boeing 737 Max 8,8,0.17,3.49,162,351.4968047,318.6082765,7216.02,6540.84
1045,9/22/2022,AUS,Air Carrier,B38M - Boeing 737 Max 8,16,0.17,3.49,162,862.3434944,867.8364095,17703.4,17816.17
1046,9/22/2022,BNA,Air Carrier,B38M - Boeing 737 Max 8,12,0.17,3.49,162,536.1061218,504.3115991,11005.94,10353.22
1047,9/22/2022,CHS,Air Carrier,B38M - Boeing 737 Max 8,2,0.17,3.49,162,276.0902329,229.3231099,5667.97,4707.87
1048,9/22/2022,CLT,Air Carrier,B38M - Boeing 737 Max 8,3,0.17,3.49,162,407.667284,362.3375507,8369.17,7438.58
1049,9/22/2022,DFW,Air Carrier,B38M - Boeing 737 Max 8,2,0.17,3.49,162,854.5964742,850.9932531,17544.36,17470.39
1050,9/22/2022,FLL,Air Carrier,B38M - Boeing 737 Max 8,5,0.17,3.49,162,154.4543168,192.6778018,3170.86,3955.56
1051,9/22/2022,IAH,Air Carrier,B38M - Boeing 737 Max 8,9,0.17,3.49,162,740.6326352,746.6311445,15204.75,15327.9
1052,9/22/2022,MCO,Air Carrier,B38M - Boeing 737 Max 8,4,0.17,3.49,162,0,46.83699169,0,961.54
1053,9/22/2022,MIA,Air Carrier,B38M - Boeing 737 Max 8,30,0.17,3.49,162,167.367911,207.2844794,3435.96,4255.43
1054,9/22/2022,MSY,Air Carrier,B38M - Boeing 737 Max 8,7,0.17,3.49,162,478.1618707,482.6873038,9816.38,9909.29
1055,9/22/2022,RSW,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,116.2419788,162.9839277,2386.38,3345.96
1056,9/22/2022,SAT,Air Carrier,B38M - Boeing 737 Max 8,8,0.17,3.49,162,902.9653752,910.5568507,18537.35,18693.2
1057,9/22/2022,TPA,Air Carrier,B38M - Boeing 737 Max 8,12,0.17,3.49,162,70.35989854,106.1965662,1444.45,2180.15
1058,9/23/2022,ATL,Air Carrier,B38M - Boeing 737 Max 8,10,0.17,3.49,162,351.4968047,318.6082765,7216.02,6540.84
1059,9/23/2022,AUS,Air Carrier,B38M - Boeing 737 Max 8,11,0.17,3.49,162,862.3434944,867.8364095,17703.4,17816.17
1060,9/23/2022,BNA,Air Carrier,B38M - Boeing 737 Max 8,11,0.17,3.49,162,536.1061218,504.3115991,11005.94,10353.22
1061,9/23/2022,CHS,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,276.0902329,229.3231099,5667.97,4707.87
1062,9/23/2022,CLT,Air Carrier,B38M - Boeing 737 Max 8,3,0.17,3.49,162,407.667284,362.3375507,8369.17,7438.58
1063,9/23/2022,DFW,Air Carrier,B38M - Boeing 737 Max 8,4,0.17,3.49,162,854.5964742,850.9932531,17544.36,17470.39
1064,9/23/2022,FLL,Air Carrier,B38M - Boeing 737 Max 8,4,0.17,3.49,162,154.4543168,192.6778018,3170.86,3955.56
1065,9/23/2022,IAH,Air Carrier,B38M - Boeing 737 Max 8,12,0.17,3.49,162,740.6326352,746.6311445,15204.75,15327.9
1066,9/23/2022,MCO,Air Carrier,B38M - Boeing 737 Max 8,6,0.17,3.49,162,0,46.83699169,0,961.54
1067,9/23/2022,MEM,Air Carrier,B38M - Boeing 737 Max 8,2,0.17,3.49,162,594.0700318,573.6705183,12195.91,11777.12
1068,9/23/2022,MIA,Air Carrier,B38M - Boeing 737 Max 8,28,0.17,3.49,162,167.367911,207.2844794,3435.96,4255.43
1069,9/23/2022,MSY,Air Carrier,B38M - Boeing 737 Max 8,10,0.17,3.49,162,478.1618707,482.6873038,9816.38,9909.29
1070,9/23/2022,SAT,Air Carrier,B38M - Boeing 737 Max 8,4,0.17,3.49,162,902.9653752,910.5568507,18537.35,18693.2
1071,9/23/2022,SAV,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,222.0016645,177.1378193,4557.56,3636.54
1072,9/23/2022,TPA,Air Carrier,B38M - Boeing 737 Max 8,6,0.17,3.49,162,70.35989854,106.1965662,1444.45,2180.15
1073,9/24/2022,ATL,Air Carrier,B38M - Boeing 737 Max 8,7,0.17,3.49,162,351.4968047,318.6082765,7216.02,6540.84
1074,9/24/2022,AUS,Air Carrier,B38M - Boeing 737 Max 8,4,0.17,3.49,162,862.3434944,867.8364095,17703.4,17816.17
1075,9/24/2022,BNA,Air Carrier,B38M - Boeing 737 Max 8,10,0.17,3.49,162,536.1061218,504.3115991,11005.94,10353.22
1076,9/24/2022,CHS,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,276.0902329,229.3231099,5667.97,4707.87
1077,9/24/2022,DFW,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,854.5964742,850.9932531,17544.36,17470.39
1078,9/24/2022,FLL,Air Carrier,B38M - Boeing 737 Max 8,8,0.17,3.49,162,154.4543168,192.6778018,3170.86,3955.56
1079,9/24/2022,IAH,Air Carrier,B38M - Boeing 737 Max 8,13,0.17,3.49,162,740.6326352,746.6311445,15204.75,15327.9
1080,9/24/2022,MCO,Air Carrier,B38M - Boeing 737 Max 8,15,0.17,3.49,162,0,46.83699169,0,961.54
1081,9/24/2022,MIA,Air Carrier,B38M - Boeing 737 Max 8,28,0.17,3.49,162,167.367911,207.2844794,3435.96,4255.43
1082,9/24/2022,MSY,Air Carrier,B38M - Boeing 737 Max 8,3,0.17,3.49,162,478.1618707,482.6873038,9816.38,9909.29
1083,9/24/2022,RSW,Air Carrier,B38M - Boeing 737 Max 8,4,0.17,3.49,162,116.2419788,162.9839277,2386.38,3345.96
1084,9/24/2022,SAT,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,902.9653752,910.5568507,18537.35,18693.2
1085,9/24/2022,SAV,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,222.0016645,177.1378193,4557.56,3636.54
1086,9/24/2022,TPA,Air Carrier,B38M - Boeing 737 Max 8,6,0.17,3.49,162,70.35989854,106.1965662,1444.45,2180.15
1087,9/25/2022,ATL,Air Carrier,B38M - Boeing 737 Max 8,11,0.17,3.49,162,351.4968047,318.6082765,7216.02,6540.84
1088,9/25/2022,AUS,Air Carrier,B38M - Boeing 737 Max 8,13,0.17,3.49,162,862.3434944,867.8364095,17703.4,17816.17
1089,9/25/2022,BNA,Air Carrier,B38M - Boeing 737 Max 8,14,0.17,3.49,162,536.1061218,504.3115991,11005.94,10353.22
1090,9/25/2022,CLT,Air Carrier,B38M - Boeing 737 Max 8,2,0.17,3.49,162,407.667284,362.3375507,8369.17,7438.58
1091,9/25/2022,DFW,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,854.5964742,850.9932531,17544.36,17470.39
1092,9/25/2022,FLL,Air Carrier,B38M - Boeing 737 Max 8,6,0.17,3.49,162,154.4543168,192.6778018,3170.86,3955.56
1093,9/25/2022,IAH,Air Carrier,B38M - Boeing 737 Max 8,13,0.17,3.49,162,740.6326352,746.6311445,15204.75,15327.9
1094,9/25/2022,MCO,Air Carrier,B38M - Boeing 737 Max 8,20,0.17,3.49,162,0,46.83699169,0,961.54
1095,9/25/2022,MIA,Air Carrier,B38M - Boeing 737 Max 8,25,0.17,3.49,162,167.367911,207.2844794,3435.96,4255.43
1096,9/25/2022,MSY,Air Carrier,B38M - Boeing 737 Max 8,5,0.17,3.49,162,478.1618707,482.6873038,9816.38,9909.29
1097,9/25/2022,RSW,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,116.2419788,162.9839277,2386.38,3345.96
1098,9/25/2022,SAT,Air Carrier,B38M - Boeing 737 Max 8,7,0.17,3.49,162,902.9653752,910.5568507,18537.35,18693.2
1099,9/25/2022,SAV,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,222.0016645,177.1378193,4557.56,3636.54
1100,9/25/2022,TPA,Air Carrier,B38M - Boeing 737 Max 8,9,0.17,3.49,162,70.35989854,106.1965662,1444.45,2180.15
1101,9/26/2022,ATL,Air Carrier,B38M - Boeing 737 Max 8,7,0.17,3.49,162,351.4968047,318.6082765,7216.02,6540.84
1102,9/26/2022,AUS,Air Carrier,B38M - Boeing 737 Max 8,15,0.17,3.49,162,862.3434944,867.8364095,17703.4,17816.17
1103,9/26/2022,BNA,Air Carrier,B38M - Boeing 737 Max 8,17,0.17,3.49,162,536.1061218,504.3115991,11005.94,10353.22
1104,9/26/2022,CHS,Air Carrier,B38M - Boeing 737 Max 8,2,0.17,3.49,162,276.0902329,229.3231099,5667.97,4707.87
1105,9/26/2022,DFW,Air Carrier,B38M - Boeing 737 Max 8,2,0.17,3.49,162,854.5964742,850.9932531,17544.36,17470.39
1106,9/26/2022,FLL,Air Carrier,B38M - Boeing 737 Max 8,3,0.17,3.49,162,154.4543168,192.6778018,3170.86,3955.56
1107,9/26/2022,IAH,Air Carrier,B38M - Boeing 737 Max 8,12,0.17,3.49,162,740.6326352,746.6311445,15204.75,15327.9
1108,9/26/2022,MCO,Air Carrier,B38M - Boeing 737 Max 8,8,0.17,3.49,162,0,46.83699169,0,961.54
1109,9/26/2022,MIA,Air Carrier,B38M - Boeing 737 Max 8,32,0.17,3.49,162,167.367911,207.2844794,3435.96,4255.43
1110,9/26/2022,MSY,Air Carrier,B38M - Boeing 737 Max 8,7,0.17,3.49,162,478.1618707,482.6873038,9816.38,9909.29
1111,9/26/2022,MYR,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,338.0165766,291.3378723,6939.28,5981
1112,9/26/2022,RSW,Air Carrier,B38M - Boeing 737 Max 8,4,0.17,3.49,162,116.2419788,162.9839277,2386.38,3345.96
1113,9/26/2022,SAT,Air Carrier,B38M - Boeing 737 Max 8,2,0.17,3.49,162,902.9653752,910.5568507,18537.35,18693.2
1114,9/26/2022,TPA,Air Carrier,B38M - Boeing 737 Max 8,3,0.17,3.49,162,70.35989854,106.1965662,1444.45,2180.15
1115,9/27/2022,ATL,Air Carrier,B38M - Boeing 737 Max 8,12,0.17,3.49,162,351.4968047,318.6082765,7216.02,6540.84
1116,9/27/2022,AUS,Air Carrier,B38M - Boeing 737 Max 8,16,0.17,3.49,162,862.3434944,867.8364095,17703.4,17816.17
1117,9/27/2022,BNA,Air Carrier,B38M - Boeing 737 Max 8,15,0.17,3.49,162,536.1061218,504.3115991,11005.94,10353.22
1118,9/27/2022,CHS,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,276.0902329,229.3231099,5667.97,4707.87
1119,9/27/2022,CLT,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,407.667284,362.3375507,8369.17,7438.58
1120,9/27/2022,DFW,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,854.5964742,850.9932531,17544.36,17470.39
1121,9/27/2022,FLL,Air Carrier,B38M - Boeing 737 Max 8,4,0.17,3.49,162,154.4543168,192.6778018,3170.86,3955.56
1122,9/27/2022,IAH,Air Carrier,B38M - Boeing 737 Max 8,11,0.17,3.49,162,740.6326352,746.6311445,15204.75,15327.9
1123,9/27/2022,MCO,Air Carrier,B38M - Boeing 737 Max 8,12,0.17,3.49,162,0,46.83699169,0,961.54
1124,9/27/2022,MEM,Air Carrier,B38M - Boeing 737 Max 8,2,0.17,3.49,162,594.0700318,573.6705183,12195.91,11777.12
1125,9/27/2022,MIA,Air Carrier,B38M - Boeing 737 Max 8,25,0.17,3.49,162,167.367911,207.2844794,3435.96,4255.43
1126,9/27/2022,MSY,Air Carrier,B38M - Boeing 737 Max 8,4,0.17,3.49,162,478.1618707,482.6873038,9816.38,9909.29
1127,9/27/2022,RSW,Air Carrier,B38M - Boeing 737 Max 8,3,0.17,3.49,162,116.2419788,162.9839277,2386.38,3345.96
1128,9/27/2022,SAT,Air Carrier,B38M - Boeing 737 Max 8,4,0.17,3.49,162,902.9653752,910.5568507,18537.35,18693.2
1129,9/27/2022,TPA,Air Carrier,B38M - Boeing 737 Max 8,5,0.17,3.49,162,70.35989854,106.1965662,1444.45,2180.15
1130,9/28/2022,ATL,Air Carrier,B38M - Boeing 737 Max 8,8,0.17,3.49,162,351.4968047,318.6082765,7216.02,6540.84
1131,9/28/2022,AUS,Air Carrier,B38M - Boeing 737 Max 8,13,0.17,3.49,162,862.3434944,867.8364095,17703.4,17816.17
1132,9/28/2022,BNA,Air Carrier,B38M - Boeing 737 Max 8,12,0.17,3.49,162,536.1061218,504.3115991,11005.94,10353.22
1133,9/28/2022,CHS,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,276.0902329,229.3231099,5667.97,4707.87
1134,9/28/2022,DFW,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,854.5964742,850.9932531,17544.36,17470.39
1135,9/28/2022,FLL,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,154.4543168,192.6778018,3170.86,3955.56
1136,9/28/2022,IAH,Air Carrier,B38M - Boeing 737 Max 8,8,0.17,3.49,162,740.6326352,746.6311445,15204.75,15327.9
1137,9/28/2022,MCO,Air Carrier,B38M - Boeing 737 Max 8,3,0.17,3.49,162,0,46.83699169,0,961.54
1138,9/28/2022,MIA,Air Carrier,B38M - Boeing 737 Max 8,11,0.17,3.49,162,167.367911,207.2844794,3435.96,4255.43
1139,9/28/2022,MSY,Air Carrier,B38M - Boeing 737 Max 8,3,0.17,3.49,162,478.1618707,482.6873038,9816.38,9909.29
1140,9/28/2022,SAT,Air Carrier,B38M - Boeing 737 Max 8,6,0.17,3.49,162,902.9653752,910.5568507,18537.35,18693.2
1141,9/28/2022,SAV,Air Carrier,B38M - Boeing 737 Max 8,1,0.17,3.49,162,222.0016645,177.1378193,4557.56,3636.54
1142,9/29/2022,ATL,Air Carrier,B38M - Boeing 737 Max 8,5,0.17,3.49,162,351.4968047,318.6082765,7216.02,6540.84
1143,9/29/2022,AUS,Air Carrier,B38M - Boeing 737 Max 8,16,0.17,3.49,162,862.3434944,867.8364095,17703.4,17816.17
