Index,Date,Airport,User Class,Aircraft Type,Departures,Nautical MPG,Fuel Cost(Avg),Passenger Capacity,NM Distance to MCO (Orlando),NM Distance to DAB (Daytona Beach),Estimated Fuel Cost to MCO,Estimated Fuel Cost to DAB
444,9/27/2022,MCO,Air Carrier,A20N - Airbus A320 Neo,35,0.15,3.49,165,0,46.83699169,0,1089.74
445,9/27/2022,MEM,Air Carrier,A20N - Airbus A320 Neo,3,0.15,3.49,165,594.0700318,573.6705183,13822.03,13347.4
446,9/27/2022,MIA,Air Carrier,A20N - Airbus A320 Neo,11,0.15,3.49,165,167.367911,207.2844794,3894.09,4822.82
447,9/27/2022,MSY,Air Carrier,A20N - Airbus A320 Neo,5,0.15,3.49,165,478.1618707,482.6873038,11125.23,11230.52
448,9/27/2022,MYR,Air Carrier,A20N - Airbus A320 Neo,3,0.15,3.49,165,338.0165766,291.3378723,7864.52,6778.46
449,9/27/2022,SAT,Air Carrier,A20N - Airbus A320 Neo,3,0.15,3.49,165,902.9653752,910.5568507,21008.99,21185.62
450,9/27/2022,TPA,Air Carrier,A20N - Airbus A320 Neo,9,0.15,3.49,165,70.35989854,106.1965662,1637.04,2470.84
451,9/28/2022,ATL,Air Carrier,A20N - Airbus A320 Neo,24,0.15,3.49,165,351.4968047,318.6082765,8178.16,7412.95
452,9/28/2022,AUS,Air Carrier,A20N - Airbus A320 Neo,1,0.15,3.49,165,862.3434944,867.8364095,20063.86,20191.66
453,9/28/2022,BNA,Air Carrier,A20N - Airbus A320 Neo,4,0.15,3.49,165,536.1061218,504.3115991,12473.4,11733.65
454,9/28/2022,CHS,Air Carrier,A20N - Airbus A320 Neo,1,0.15,3.49,165,276.0902329,229.3231099,6423.7,5335.58
455,9/28/2022,CLT,Air Carrier,A20N - Airbus A320 Neo,4,0.15,3.49,165,407.667284,362.3375507,9485.06,8430.39
456,9/28/2022,DFW,Air Carrier,A20N - Airbus A320 Neo,16,0.15,3.49,165,854.5964742,850.9932531,19883.61,19799.78
457,9/28/2022,FLL,Air Carrier,A20N - Airbus A320 Neo,24,0.15,3.49,165,154.4543168,192.6778018,3593.64,4482.97
458,9/28/2022,IAH,Air Carrier,A20N - Airbus A320 Neo,9,0.15,3.49,165,740.6326352,746.6311445,17232.05,17371.62
459,9/28/2022,MCO,Air Carrier,A20N - Airbus A320 Neo,7,0.15,3.49,165,0,46.83699169,0,1089.74
460,9/28/2022,MIA,Air Carrier,A20N - Airbus A320 Neo,9,0.15,3.49,165,167.367911,207.2844794,3894.09,4822.82
461,9/28/2022,MSY,Air Carrier,A20N - Airbus A320 Neo,4,0.15,3.49,165,478.1618707,482.6873038,11125.23,11230.52
462,9/28/2022,MYR,Air Carrier,A20N - Airbus A320 Neo,3,0.15,3.49,165,338.0165766,291.3378723,7864.52,6778.46
463,9/28/2022,SAT,Air Carrier,A20N - Airbus A320 Neo,2,0.15,3.49,165,902.9653752,910.5568507,21008.99,21185.62
464,9/29/2022,ATL,Air Carrier,A20N - Airbus A320 Neo,26,0.15,3.49,165,351.4968047,318.6082765,8178.16,7412.95
465,9/29/2022,AUS,Air Carrier,A20N - Airbus A320 Neo,1,0.15,3.49,165,862.3434944,867.8364095,20063.86,20191.66
466,9/29/2022,BNA,Air Carrier,A20N - Airbus A320 Neo,4,0.15,3.49,165,536.1061218,504.3115991,12473.4,11733.65
467,9/29/2022,CLT,Air Carrier,A20N - Airbus A320 Neo,3,0.15,3.49,165,407.667284,362.3375507,9485.06,8430.39
468,9/29/2022,DFW,Air Carrier,A20N - Airbus A320 Neo,16,0.15,3.49,165,854.5964742,850.9932531,19883.61,19799.78
469,9/29/2022,FLL,Air Carrier,A20N - Airbus A320 Neo,26,0.15,3.49,165,154.4543168,192.6778018,3593.64,4482.97
470,9/29/2022,IAH,Air Carrier,A20N - Airbus A320 Neo,8,0.15,3.49,165,740.6326352,746.6311445,17232.05,17371.62
471,9/29/2022,MEM,Air Carrier,A20N - Airbus A320 Neo,1,0.15,3.49,165,594.0700318,573.6705183,13822.03,13347.4
472,9/29/2022,MIA,Air Carrier,A20N - Airbus A320 Neo,9,0.15,3.49,165,167.367911,207.2844794,3894.09,4822.82
473,9/29/2022,MSY,Air Carrier,A20N - Airbus A320 Neo,6,0.15,3.49,165,478.1618707,482.6873038,11125.23,11230.52
474,9/29/2022,MYR,Air Carrier,A20N - Airbus A320 Neo,3,0.15,3.49,165,338.0165766,291.3378723,7864.52,6778.46
475,9/29/2022,SAT,Air Carrier,A20N - Airbus A320 Neo,1,0.15,3.49,165,902.9653752,910.5568507,21008.99,21185.62
476,9/30/2022,ATL,Air Carrier,A20N - Airbus A320 Neo,32,0.15,3.49,165,351.4968047,318.6082765,8178.16,7412.95
477,9/30/2022,BNA,Air Carrier,A20N - Airbus A320 Neo,3,0.15,3.49,165,536.1061218,504.3115991,12473.4,11733.65
478,9/30/2022,CLT,Air Carrier,A20N - Airbus A320 Neo,4,0.15,3.49,165,407.667284,362.3375507,9485.06,8430.39
479,9/30/2022,DFW,Air Carrier,A20N - Airbus A320 Neo,20,0.15,3.49,165,854.5964742,850.9932531,19883.61,19799.78
480,9/30/2022,FLL,Air Carrier,A20N - Airbus A320 Neo,24,0.15,3.49,165,154.4543168,192.6778018,3593.64,4482.97
481,9/30/2022,IAH,Air Carrier,A20N - Airbus A320 Neo,7,0.15,3.49,165,740.6326352,746.6311445,17232.05,17371.62
482,9/30/2022,MCO,Air Carrier,A20N - Airbus A320 Neo,9,0.15,3.49,165,0,46.83699169,0,1089.74
483,9/30/2022,MEM,Air Carrier,A20N - Airbus A320 Neo,1,0.15,3.49,165,594.0700318,573.6705183,13822.03,13347.4
484,9/30/2022,MIA,Air Carrier,A20N - Airbus A320 Neo,8,0.15,3.49,165,167.367911,207.2844794,3894.09,4822.82
485,9/30/2022,MSY,Air Carrier,A20N - Airbus A320 Neo,8,0.15,3.49,165,478.1618707,482.6873038,11125.23,11230.52
486,9/30/2022,SAT,Air Carrier,A20N - Airbus A320 Neo,2,0.15,3.49,165,902.9653752,910.5568507,21008.99,21185.62
487,9/30/2022,TPA,Air Carrier,A20N - Airbus A320 Neo,3,0.15,3.49,165,70.35989854,106.1965662,1637.04,2470.84
488,10/1/2022,ATL,Air Carrier,A20N - Airbus A320 Neo,27,0.15,3.49,165,351.4968047,318.6082765,8178.16,7412.95
489,10/1/2022,AUS,Air Carrier,A20N - Airbus A320 Neo,2,0.15,3.49,165,862.3434944,867.8364095,20063.86,20191.66
490,10/1/2022,BNA,Air Carrier,A20N - Airbus A320 Neo,3,0.15,3.49,165,536.1061218,504.3115991,12473.4,11733.65
491,10/1/2022,CLT,Air Carrier,A20N - Airbus A320 Neo,5,0.15,3.49,165,407.667284,362.3375507,9485.06,8430.39
492,10/1/2022,DFW,Air Carrier,A20N - Airbus A320 Neo,19,0.15,3.49,165,854.5964742,850.9932531,19883.61,19799.78
493,10/1/2022,FLL,Air Carrier,A20N - Airbus A320 Neo,21,0.15,3.49,165,154.4543168,192.6778018,3593.64,4482.97
494,10/1/2022,IAH,Air Carrier,A20N - Airbus A320 Neo,6,0.15,3.49,165,740.6326352,746.6311445,17232.05,17371.62
495,10/1/2022,MCO,Air Carrier,A20N - Airbus A320 Neo,28,0.15,3.49,165,0,46.83699169,0,1089.74
496,10/1/2022,MIA,Air Carrier,A20N - Airbus A320 Neo,8,0.15,3.49,165,167.367911,207.2844794,3894.09,4822.82
497,10/1/2022,MSY,Air Carrier,A20N - Airbus A320 Neo,10,0.15,3.49,165,478.1618707,482.6873038,11125.23,11230.52
498,10/1/2022,MYR,Air Carrier,A20N - Airbus A320 Neo,3,0.15,3.49,165,338.0165766,291.3378723,7864.52,6778.46
499,10/1/2022,SAT,Air Carrier,A20N - Airbus A320 Neo,1,0.15,3.49,165,902.9653752,910.5568507,21008.99,21185.62
500,10/1/2022,TPA,Air Carrier,A20N - Airbus A320 Neo,12,0.15,3.49,165,70.35989854,106.1965662,1637.04,2470.84
501,9/21/2022,ATL,Air Carrier,A319 - Airbus A319,30,0.16,3.49,125,351.4968047,318.6082765,7667.02,6949.64
502,9/21/2022,AUS,Air Carrier,A319 - Airbus A319,29,0.16,3.49,125,862.3434944,867.8364095,18809.87,18929.68
503,9/21/2022,BNA,Air Carrier,A319 - Airbus A319,12,0.16,3.49,125,536.1061218,504.3115991,11693.81,11000.3
504,9/21/2022,CHS,Air Carrier,A319 - Airbus A319,8,0.16,3.49,125,276.0902329,229.3231099,6022.22,5002.11
505,9/21/2022,CLT,Air Carrier,A319 - Airbus A319,43,0.16,3.49,125,407.667284,362.3375507,8892.24,7903.49
506,9/21/2022,DFW,Air Carrier,A319 - Airbus A319,57,0.16,3.49,125,854.5964742,850.9932531,18640.89,18562.29
507,9/21/2022,FLL,Air Carrier,A319 - Airbus A319,3,0.16,3.49,125,154.4543168,192.6778018,3369.03,4202.78
508,9/21/2022,IAH,Air Carrier,A319 - Airbus A319,34,0.16,3.49,125,740.6326352,746.6311445,16155.05,16285.89
509,9/21/2022,MCO,Air Carrier,A319 - Airbus A319,17,0.16,3.49,125,0,46.83699169,0,1021.63
510,9/21/2022,MEM,Air Carrier,A319 - Airbus A319,4,0.16,3.49,125,594.0700318,573.6705183,12958.15,12513.19
511,9/21/2022,MIA,Air Carrier,A319 - Airbus A319,22,0.16,3.49,125,167.367911,207.2844794,3650.71,4521.39
512,9/21/2022,MSY,Air Carrier,A319 - Airbus A319,17,0.16,3.49,125,478.1618707,482.6873038,10429.91,10528.62
513,9/21/2022,MYR,Air Carrier,A319 - Airbus A319,14,0.16,3.49,125,338.0165766,291.3378723,7372.99,6354.81
514,9/21/2022,RSW,Air Carrier,A319 - Airbus A319,3,0.16,3.49,125,116.2419788,162.9839277,2535.53,3555.09
515,9/21/2022,SAT,Air Carrier,A319 - Airbus A319,12,0.16,3.49,125,902.9653752,910.5568507,19695.93,19861.52
516,9/21/2022,SAV,Air Carrier,A319 - Airbus A319,3,0.16,3.49,125,222.0016645,177.1378193,4842.41,3863.82
517,9/21/2022,TPA,Air Carrier,A319 - Airbus A319,19,0.16,3.49,125,70.35989854,106.1965662,1534.73,2316.41
518,9/22/2022,ATL,Air Carrier,A319 - Airbus A319,28,0.16,3.49,125,351.4968047,318.6082765,7667.02,6949.64
519,9/22/2022,AUS,Air Carrier,A319 - Airbus A319,29,0.16,3.49,125,862.3434944,867.8364095,18809.87,18929.68
520,9/22/2022,BNA,Air Carrier,A319 - Airbus A319,15,0.16,3.49,125,536.1061218,504.3115991,11693.81,11000.3
521,9/22/2022,CHS,Air Carrier,A319 - Airbus A319,12,0.16,3.49,125,276.0902329,229.3231099,6022.22,5002.11
522,9/22/2022,CLT,Air Carrier,A319 - Airbus A319,51,0.16,3.49,125,407.667284,362.3375507,8892.24,7903.49
523,9/22/2022,DFW,Air Carrier,A319 - Airbus A319,63,0.16,3.49,125,854.5964742,850.9932531,18640.89,18562.29
524,9/22/2022,FLL,Air Carrier,A319 - Airbus A319,5,0.16,3.49,125,154.4543168,192.6778018,3369.03,4202.78
525,9/22/2022,IAH,Air Carrier,A319 - Airbus A319,38,0.16,3.49,125,740.6326352,746.6311445,16155.05,16285.89
526,9/22/2022,MCO,Air Carrier,A319 - Airbus A319,18,0.16,3.49,125,0,46.83699169,0,1021.63
527,9/22/2022,MEM,Air Carrier,A319 - Airbus A319,7,0.16,3.49,125,594.0700318,573.6705183,12958.15,12513.19
528,9/22/2022,MIA,Air Carrier,A319 - Airbus A319,26,0.16,3.49,125,167.367911,207.2844794,3650.71,4521.39
529,9/22/2022,MSY,Air Carrier,A319 - Airbus A319,19,0.16,3.49,125,478.1618707,482.6873038,10429.91,10528.62
530,9/22/2022,MYR,Air Carrier,A319 - Airbus A319,15,0.16,3.49,125,338.0165766,291.3378723,7372.99,6354.81
531,9/22/2022,RSW,Air Carrier,A319 - Airbus A319,4,0.16,3.49,125,116.2419788,162.9839277,2535.53,3555.09
532,9/22/2022,SAT,Air Carrier,A319 - Airbus A319,13,0.16,3.49,125,902.9653752,910.5568507,19695.93,19861.52
533,9/22/2022,SAV,Air Carrier,A319 - Airbus A319,7,0.16,3.49,125,222.0016645,177.1378193,4842.41,3863.82
534,9/22/2022,TPA,Air Carrier,A319 - Airbus A319,18,0.16,3.49,125,70.35989854,106.1965662,1534.73,2316.41
535,9/23/2022,ATL,Air Carrier,A319 - Airbus A319,33,0.16,3.49,125,351.4968047,318.6082765,7667.02,6949.64
536,9/23/2022,AUS,Air Carrier,A319 - Airbus A319,30,0.16,3.49,125,862.3434944,867.8364095,18809.87,18929.68
537,9/23/2022,BNA,Air Carrier,A319 - Airbus A319,14,0.16,3.49,125,536.1061218,504.3115991,11693.81,11000.3
538,9/23/2022,CHS,Air Carrier,A319 - Airbus A319,8,0.16,3.49,125,276.0902329,229.3231099,6022.22,5002.11
539,9/23/2022,CLT,Air Carrier,A319 - Airbus A319,49,0.16,3.49,125,407.667284,362.3375507,8892.24,7903.49
540,9/23/2022,DFW,Air Carrier,A319 - Airbus A319,62,0.16,3.49,125,854.5964742,850.9932531,18640.89,18562.29
541,9/23/2022,FLL,Air Carrier,A319 - Airbus A319,5,0.16,3.49,125,154.4543168,192.6778018,3369.03,4202.78
542,9/23/2022,IAH,Air Carrier,A319 - Airbus A319,34,0.16,3.49,125,740.6326352,746.6311445,16155.05,16285.89
543,9/23/2022,MCO,Air Carrier,A319 - Airbus A319,20,0.16,3.49,125,0,46.83699169,0,1021.63
544,9/23/2022,MEM,Air Carrier,A319 - Airbus A319,7,0.16,3.49,125,594.0700318,573.6705183,12958.15,12513.19
545,9/23/2022,MIA,Air Carrier,A319 - Airbus A319,24,0.16,3.49,125,167.367911,207.2844794,3650.71,4521.39
546,9/23/2022,MSY,Air Carrier,A319 - Airbus A319,19,0.16,3.49,125,478.1618707,482.6873038,10429.91,10528.62
547,9/23/2022,MYR,Air Carrier,A319 - Airbus A319,13,0.16,3.49,125,338.0165766,291.3378723,7372.99,6354.81
548,9/23/2022,RSW,Air Carrier,A319 - Airbus A319,4,0.16,3.49,125,116.2419788,162.9839277,2535.53,3555.09
549,9/23/2022,SAT,Air Carrier,A319 - Airbus A319,14,0.16,3.49,125,902.9653752,910.5568507,19695.93,19861.52
550,9/23/2022,SAV,Air Carrier,A319 - Airbus A319,3,0.16,3.49,125,222.0016645,177.1378193,4842.41,3863.82
551,9/23/2022,TPA,Air Carrier,A319 - Airbus A319,19,0.16,3.49,125,70.35989854,106.1965662,1534.73,2316.41
552,9/24/2022,ATL,Air Carrier,A319 - Airbus A319,26,0.16,3.49,125,351.4968047,318.6082765,7667.02,6949.64
553,9/24/2022,AUS,Air Carrier,A319 - Airbus A319,26,0.16,3.49,125,862.3434944,867.8364095,18809.87,18929.68
554,9/24/2022,BNA,Air Carrier,A319 - Airbus A319,12,0.16,3.49,125,536.1061218,504.3115991,11693.81,11000.3
555,9/24/2022,CHS,Air Carrier,A319 - Airbus A319,5,0.16,3.49,125,276.0902329,229.3231099,6022.22,5002.11
556,9/24/2022,CLT,Air Carrier,A319 - Airbus A319,42,0.16,3.49,125,407.667284,362.3375507,8892.24,7903.49
557,9/24/2022,DFW,Air Carrier,A319 - Airbus A319,55,0.16,3.49,125,854.5964742,850.9932531,18640.89,18562.29
558,9/24/2022,FLL,Air Carrier,A319 - Airbus A319,6,0.16,3.49,125,154.4543168,192.6778018,3369.03,4202.78
559,9/24/2022,IAH,Air Carrier,A319 - Airbus A319,32,0.16,3.49,125,740.6326352,746.6311445,16155.05,16285.89
560,9/24/2022,MCO,Air Carrier,A319 - Airbus A319,22,0.16,3.49,125,0,46.83699169,0,1021.63
561,9/24/2022,MEM,Air Carrier,A319 - Airbus A319,4,0.16,3.49,125,594.0700318,573.6705183,12958.15,12513.19
562,9/24/2022,MIA,Air Carrier,A319 - Airbus A319,24,0.16,3.49,125,167.367911,207.2844794,3650.71,4521.39
563,9/24/2022,MSY,Air Carrier,A319 - Airbus A319,20,0.16,3.49,125,478.1618707,482.6873038,10429.91,10528.62
564,9/24/2022,MYR,Air Carrier,A319 - Airbus A319,14,0.16,3.49,125,338.0165766,291.3378723,7372.99,6354.81
565,9/24/2022,RSW,Air Carrier,A319 - Airbus A319,6,0.16,3.49,125,116.2419788,162.9839277,2535.53,3555.09
566,9/24/2022,SAT,Air Carrier,A319 - Airbus A319,14,0.16,3.49,125,902.9653752,910.5568507,19695.93,19861.52
567,9/24/2022,SAV,Air Carrier,A319 - Airbus A319,4,0.16,3.49,125,222.0016645,177.1378193,4842.41,3863.82
568,9/24/2022,TPA,Air Carrier,A319 - Airbus A319,18,0.16,3.49,125,70.35989854,106.1965662,1534.73,2316.41
569,9/25/2022,ATL,Air Carrier,A319 - Airbus A319,37,0.16,3.49,125,351.4968047,318.6082765,7667.02,6949.64
570,9/25/2022,AUS,Air Carrier,A319 - Airbus A319,28,0.16,3.49,125,862.3434944,867.8364095,18809.87,18929.68
571,9/25/2022,BNA,Air Carrier,A319 - Airbus A319,17,0.16,3.49,125,536.1061218,504.3115991,11693.81,11000.3
572,9/25/2022,CHS,Air Carrier,A319 - Airbus A319,12,0.16,3.49,125,276.0902329,229.3231099,6022.22,5002.11
573,9/25/2022,CLT,Air Carrier,A319 - Airbus A319,50,0.16,3.49,125,407.667284,362.3375507,8892.24,7903.49
574,9/25/2022,DFW,Air Carrier,A319 - Airbus A319,61,0.16,3.49,125,854.5964742,850.9932531,18640.89,18562.29
575,9/25/2022,FLL,Air Carrier,A319 - Airbus A319,4,0.16,3.49,125,154.4543168,192.6778018,3369.03,4202.78
576,9/25/2022,IAH,Air Carrier,A319 - Airbus A319,34,0.16,3.49,125,740.6326352,746.6311445,16155.05,16285.89
577,9/25/2022,MCO,Air Carrier,A319 - Airbus A319,16,0.16,3.49,125,0,46.83699169,0,1021.63
578,9/25/2022,MEM,Air Carrier,A319 - Airbus A319,5,0.16,3.49,125,594.0700318,573.6705183,12958.15,12513.19
579,9/25/2022,MIA,Air Carrier,A319 - Airbus A319,25,0.16,3.49,125,167.367911,207.2844794,3650.71,4521.39
580,9/25/2022,MSY,Air Carrier,A319 - Airbus A319,19,0.16,3.49,125,478.1618707,482.6873038,10429.91,10528.62
581,9/25/2022,MYR,Air Carrier,A319 - Airbus A319,15,0.16,3.49,125,338.0165766,291.3378723,7372.99,6354.81
582,9/25/2022,RSW,Air Carrier,A319 - Airbus A319,4,0.16,3.49,125,116.2419788,162.9839277,2535.53,3555.09
583,9/25/2022,SAT,Air Carrier,A319 - Airbus A319,14,0.16,3.49,125,902.9653752,910.5568507,19695.93,19861.52
584,9/25/2022,SAV,Air Carrier,A319 - Airbus A319,8,0.16,3.49,125,222.0016645,177.1378193,4842.41,3863.82
585,9/25/2022,TPA,Air Carrier,A319 - Airbus A319,19,0.16,3.49,125,70.35989854,106.1965662,1534.73,2316.41
586,9/26/2022,ATL,Air Carrier,A319 - Airbus A319,31,0.16,3.49,125,351.4968047,318.6082765,7667.02,6949.64
587,9/26/2022,AUS,Air Carrier,A319 - Airbus A319,30,0.16,3.49,125,862.3434944,867.8364095,18809.87,18929.68
588,9/26/2022,BNA,Air Carrier,A319 - Airbus A319,18,0.16,3.49,125,536.1061218,504.3115991,11693.81,11000.3
589,9/26/2022,CHS,Air Carrier,A319 - Airbus A319,10,0.16,3.49,125,276.0902329,229.3231099,6022.22,5002.11
590,9/26/2022,CLT,Air Carrier,A319 - Airbus A319,53,0.16,3.49,125,407.667284,362.3375507,8892.24,7903.49
591,9/26/2022,DFW,Air Carrier,A319 - Airbus A319,63,0.16,3.49,125,854.5964742,850.9932531,18640.89,18562.29
592,9/26/2022,FLL,Air Carrier,A319 - Airbus A319,4,0.16,3.49,125,154.4543168,192.6778018,3369.03,4202.78
593,9/26/2022,IAH,Air Carrier,A319 - Airbus A319,37,0.16,3.49,125,740.6326352,746.6311445,16155.05,16285.89
594,9/26/2022,MCO,Air Carrier,A319 - Airbus A319,16,0.16,3.49,125,0,46.83699169,0,1021.63
595,9/26/2022,MEM,Air Carrier,A319 - Airbus A319,8,0.16,3.49,125,594.0700318,573.6705183,12958.15,12513.19
596,9/26/2022,MIA,Air Carrier,A319 - Airbus A319,25,0.16,3.49,125,167.367911,207.2844794,3650.71,4521.39
597,9/26/2022,MSY,Air Carrier,A319 - Airbus A319,20,0.16,3.49,125,478.1618707,482.6873038,10429.91,10528.62
598,9/26/2022,MYR,Air Carrier,A319 - Airbus A319,14,0.16,3.49,125,338.0165766,291.3378723,7372.99,6354.81
599,9/26/2022,RSW,Air Carrier,A319 - Airbus A319,3,0.16,3.49,125,116.2419788,162.9839277,2535.53,3555.09
600,9/26/2022,SAT,Air Carrier,A319 - Airbus A319,12,0.16,3.49,125,902.9653752,910.5568507,19695.93,19861.52
601,9/26/2022,SAV,Air Carrier,A319 - Airbus A319,4,0.16,3.49,125,222.0016645,177.1378193,4842.41,3863.82
602,9/26/2022,TPA,Air Carrier,A319 - Airbus A319,18,0.16,3.49,125,70.35989854,106.1965662,1534.73,2316.41
603,9/27/2022,ATL,Air Carrier,A319 - Airbus A319,29,0.16,3.49,125,351.4968047,318.6082765,7667.02,6949.64
604,9/27/2022,AUS,Air Carrier,A319 - Airbus A319,32,0.16,3.49,125,862.3434944,867.8364095,18809.87,18929.68
605,9/27/2022,BNA,Air Carrier,A319 - Airbus A319,13,0.16,3.49,125,536.1061218,504.3115991,11693.81,11000.3
606,9/27/2022,CHS,Air Carrier,A319 - Airbus A319,9,0.16,3.49,125,276.0902329,229.3231099,6022.22,5002.11
607,9/27/2022,CLT,Air Carrier,A319 - Airbus A319,41,0.16,3.49,125,407.667284,362.3375507,8892.24,7903.49
608,9/27/2022,DFW,Air Carrier,A319 - Airbus A319,61,0.16,3.49,125,854.5964742,850.9932531,18640.89,18562.29
609,9/27/2022,FLL,Air Carrier,A319 - Airbus A319,4,0.16,3.49,125,154.4543168,192.6778018,3369.03,4202.78
610,9/27/2022,IAH,Air Carrier,A319 - Airbus A319,32,0.16,3.49,125,740.6326352,746.6311445,16155.05,16285.89
611,9/27/2022,MCO,Air Carrier,A319 - Airbus A319,18,0.16,3.49,125,0,46.83699169,0,1021.63
612,9/27/2022,MEM,Air Carrier,A319 - Airbus A319,5,0.16,3.49,125,594.0700318,573.6705183,12958.15,12513.19
613,9/27/2022,MIA,Air Carrier,A319 - Airbus A319,22,0.16,3.49,125,167.367911,207.2844794,3650.71,4521.39
614,9/27/2022,MSY,Air Carrier,A319 - Airbus A319,20,0.16,3.49,125,478.1618707,482.6873038,10429.91,10528.62
615,9/27/2022,MYR,Air Carrier,A319 - Airbus A319,15,0.16,3.49,125,338.0165766,291.3378723,7372.99,6354.81
616,9/27/2022,RSW,Air Carrier,A319 - Airbus A319,3,0.16,3.49,125,116.2419788,162.9839277,2535.53,3555.09
617,9/27/2022,SAT,Air Carrier,A319 - Airbus A319,15,0.16,3.49,125,902.9653752,910.5568507,19695.93,19861.52
618,9/27/2022,SAV,Air Carrier,A319 - Airbus A319,3,0.16,3.49,125,222.0016645,177.1378193,4842.41,3863.82
619,9/27/2022,TPA,Air Carrier,A319 - Airbus A319,12,0.16,3.49,125,70.35989854,106.1965662,1534.73,2316.41
620,9/28/2022,ATL,Air Carrier,A319 - Airbus A319,23,0.16,3.49,125,351.4968047,318.6082765,7667.02,6949.64
621,9/28/2022,AUS,Air Carrier,A319 - Airbus A319,30,0.16,3.49,125,862.3434944,867.8364095,18809.87,18929.68
622,9/28/2022,BNA,Air Carrier,A319 - Airbus A319,12,0.16,3.49,125,536.1061218,504.3115991,11693.81,11000.3
623,9/28/2022,CHS,Air Carrier,A319 - Airbus A319,9,0.16,3.49,125,276.0902329,229.3231099,6022.22,5002.11
624,9/28/2022,CLT,Air Carrier,A319 - Airbus A319,37,0.16,3.49,125,407.667284,362.3375507,8892.24,7903.49
625,9/28/2022,DFW,Air Carrier,A319 - Airbus A319,59,0.16,3.49,125,854.5964742,850.9932531,18640.89,18562.29
626,9/28/2022,FLL,Air Carrier,A319 - Airbus A319,4,0.16,3.49,125,154.4543168,192.6778018,3369.03,4202.78
627,9/28/2022,IAH,Air Carrier,A319 - Airbus A319,31,0.16,3.49,125,740.6326352,746.6311445,16155.05,16285.89
628,9/28/2022,MCO,Air Carrier,A319 - Airbus A319,5,0.16,3.49,125,0,46.83699169,0,1021.63
629,9/28/2022,MEM,Air Carrier,A319 - Airbus A319,5,0.16,3.49,125,594.0700318,573.6705183,12958.15,12513.19
630,9/28/2022,MIA,Air Carrier,A319 - Airbus A319,16,0.16,3.49,125,167.367911,207.2844794,3650.71,4521.39
631,9/28/2022,MSY,Air Carrier,A319 - Airbus A319,17,0.16,3.49,125,478.1618707,482.6873038,10429.91,10528.62
632,9/28/2022,MYR,Air Carrier,A319 - Airbus A319,14,0.16,3.49,125,338.0165766,291.3378723,7372.99,6354.81
633,9/28/2022,SAT,Air Carrier,A319 - Airbus A319,13,0.16,3.49,125,902.9653752,910.5568507,19695.93,19861.52
634,9/28/2022,SAV,Air Carrier,A319 - Airbus A319,3,0.16,3.49,125,222.0016645,177.1378193,4842.41,3863.82
635,9/29/2022,ATL,Air Carrier,A319 - Airbus A319,28,0.16,3.49,125,351.4968047,318.6082765,7667.02,6949.64
636,9/29/2022,AUS,Air Carrier,A319 - Airbus A319,28,0.16,3.49,125,862.3434944,867.8364095,18809.87,18929.68
637,9/29/2022,BNA,Air Carrier,A319 - Airbus A319,16,0.16,3.49,125,536.1061218,504.3115991,11693.81,11000.3
638,9/29/2022,CHS,Air Carrier,A319 - Airbus A319,4,0.16,3.49,125,276.0902329,229.3231099,6022.22,5002.11
639,9/29/2022,CLT,Air Carrier,A319 - Airbus A319,45,0.16,3.49,125,407.667284,362.3375507,8892.24,7903.49
640,9/29/2022,DFW,Air Carrier,A319 - Airbus A319,60,0.16,3.49,125,854.5964742,850.9932531,18640.89,18562.29
641,9/29/2022,FLL,Air Carrier,A319 - Airbus A319,4,0.16,3.49,125,154.4543168,192.6778018,3369.03,4202.78
642,9/29/2022,IAH,Air Carrier,A319 - Airbus A319,36,0.16,3.49,125,740.6326352,746.6311445,16155.05,16285.89
643,9/29/2022,MEM,Air Carrier,A319 - Airbus A319,6,0.16,3.49,125,594.0700318,573.6705183,12958.15,12513.19
644,9/29/2022,MIA,Air Carrier,A319 - Airbus A319,23,0.16,3.49,125,167.367911,207.2844794,3650.71,4521.39
645,9/29/2022,MSY,Air Carrier,A319 - Airbus A319,16,0.16,3.49,125,478.1618707,482.6873038,10429.91,10528.62
646,9/29/2022,MYR,Air Carrier,A319 - Airbus A319,13,0.16,3.49,125,338.0165766,291.3378723,7372.99,6354.81
647,9/29/2022,SAT,Air Carrier,A319 - Airbus A319,15,0.16,3.49,125,902.9653752,910.5568507,19695.93,19861.52
648,9/29/2022,SAV,Air Carrier,A319 - Airbus A319,2,0.16,3.49,125,222.0016645,177.1378193,4842.41,3863.82
649,9/30/2022,ATL,Air Carrier,A319 - Airbus A319,28,0.16,3.49,125,351.4968047,318.6082765,7667.02,6949.64
650,9/30/2022,AUS,Air Carrier,A319 - Airbus A319,28,0.16,3.49,125,862.3434944,867.8364095,18809.87,18929.68
651,9/30/2022,BNA,Air Carrier,A319 - Airbus A319,13,0.16,3.49,125,536.1061218,504.3115991,11693.81,11000.3
652,9/30/2022,CLT,Air Carrier,A319 - Airbus A319,44,0.16,3.49,125,407.667284,362.3375507,8892.24,7903.49
653,9/30/2022,DFW,Air Carrier,A319 - Airbus A319,57,0.16,3.49,125,854.5964742,850.9932531,18640.89,18562.29
654,9/30/2022,FLL,Air Carrier,A319 - Airbus A319,6,0.16,3.49,125,154.4543168,192.6778018,3369.03,4202.78
